species_code,alt_full_spp_code,n_locations,scientific_name,american_english_name,taxonomy_version,taxonomic_sort_order,image_url,small_image_url
flycat1,NA,45,Tyrannidae sp.,new world flycatcher sp.,2022,17069,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/69475391/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/69475391/320
golvir1,NA,2,Vireo hypochryseus,Golden Vireo,2022,18694,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/242600351/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/242600351/320
bkcvir1,NA,3,Vireo atricapilla,Black-capped Vireo,2022,18700,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302142241/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302142241/320
whevir,NA,399,Vireo griseus,White-eyed Vireo,2022,18702,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302146561/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302146561/320
belvir,NA,64,Vireo bellii,Bell's Vireo,2022,18729,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302225311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302225311/320
belvir1,belvir,1,Vireo bellii bellii/medius,Bell's Vireo (Eastern),2022,18730,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/503939711/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/503939711/320
belvir2,belvir,1,Vireo bellii arizonae,Bell's Vireo (Arizona),2022,18733,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/148236941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/148236941/320
gryvir,NA,32,Vireo vicinior,Gray Vireo,2022,18735,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302231801/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302231801/320
hutvir,NA,371,Vireo huttoni,Hutton's Vireo,2022,18736,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302235311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302235311/320
hutvir1,hutvir,9,Vireo huttoni [huttoni Group],Hutton's Vireo (Pacific),2022,18737,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/38759941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/38759941/320
yetvir,NA,138,Vireo flavifrons,Yellow-throated Vireo,2022,18752,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302241151/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302241151/320
casvir,NA,50,Vireo cassinii,Cassin's Vireo,2022,18755,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/525120381/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/525120381/320
buhvir,NA,427,Vireo solitarius,Blue-headed Vireo,2022,18758,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302314711/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302314711/320
plsvir,NA,14,Vireo plumbeus,Plumbeous Vireo,2022,18763,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65763191/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65763191/320
y00484,NA,1,Vireo cassinii/plumbeus,Cassin's/Plumbeous Vireo,2022,18771,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/55897071/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/55897071/320
solvir1,NA,27,Vireo cassinii/solitarius/plumbeus,solitary vireo sp.,2022,18772,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/207771251/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/207771251/320
phivir,NA,13,Vireo philadelphicus,Philadelphia Vireo,2022,18774,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302319981/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302319981/320
warvir,NA,69,Vireo gilvus,Warbling Vireo,2022,18775,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302322781/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302322781/320
eawvir1,warvir,1,Vireo gilvus gilvus,Warbling Vireo (Eastern),2022,18776,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/583166041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/583166041/320
reevir1,NA,116,Vireo olivaceus,Red-eyed Vireo,2022,18795,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302325181/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302325181/320
reevir,NA,1,Vireo olivaceus/chivi,Red-eyed/Chivi Vireo,2022,18811,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65763991/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/65763991/320
yegvir,NA,5,Vireo flavoviridis,Yellow-green Vireo,2022,18813,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/250788641/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/250788641/320
bkwvir,NA,1,Vireo altiloquus,Black-whiskered Vireo,2022,18818,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302334821/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302334821/320
vireo1,NA,14,Vireo sp.,vireo sp.,2022,18830,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/194988931/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/194988931/320
brnshr,NA,1,Lanius cristatus,Brown Shrike,2022,20535,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/133724671/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/133724671/320
logshr,NA,669,Lanius ludovicianus,Loggerhead Shrike,2022,20571,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302339191/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302339191/320
norshr4,NA,2880,Lanius borealis,Northern Shrike,2022,20583,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302342581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302342581/320
norshr3,norshr4,1,Lanius borealis borealis,Northern Shrike (American),2022,20589,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/525327571/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/525327571/320
y00620,NA,69,Lanius ludovicianus/borealis,Loggerhead/Northern Shrike,2022,20590,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/213397961/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/213397961/320
norshr,NA,94,Lanius borealis/excubitor,Northern/Great Gray Shrike,2022,20608,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/92445431/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/92445431/320
shrike,NA,29,Lanius sp.,shrike sp.,2022,20654,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/141728911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/141728911/320
gryjay,NA,3450,Perisoreus canadensis,Canada Jay,2022,20674,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70582941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70582941/320
gryjay1,gryjay,1,Perisoreus canadensis [canadensis Group],Canada Jay (Boreal),2022,20675,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/50350721/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/50350721/320
gryjay3,gryjay,2,Perisoreus canadensis obscurus/griseus,Canada Jay (Pacific),2022,20683,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/291968311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/291968311/320
btmjay,NA,7,Calocitta colliei,Black-throated Magpie-Jay,2022,20708,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/242628671/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/242628671/320
wtmjay1,NA,1,Calocitta formosa,White-throated Magpie-Jay,2022,20709,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/242631751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/242631751/320
brnjay,NA,3,Psilorhinus morio,Brown Jay,2022,20715,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/40535651/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/40535651/320
grnjay,NA,105,Cyanocorax yncas,Green Jay,2022,20724,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302348751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302348751/320
sabjay,NA,1,Cyanocorax sanblasianus,San Blas Jay,2022,20741,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/49038331/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/49038331/320
pinjay,NA,704,Gymnorhinus cyanocephalus,Pinyon Jay,2022,20765,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302351591/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302351591/320
stejay,NA,8369,Cyanocitta stelleri,Steller's Jay,2022,20766,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70582731/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70582731/320
blujay,NA,73537,Cyanocitta cristata,Blue Jay,2022,20786,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311635911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311635911/320
x00622,NA,4,Cyanocitta stelleri x cristata,Steller's x Blue Jay (hybrid),2022,20792,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/270057971/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/270057971/320
flsjay,NA,152,Aphelocoma coerulescens,Florida Scrub-Jay,2022,20793,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311639621/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311639621/320
issjay,NA,1,Aphelocoma insularis,Island Scrub-Jay,2022,20794,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302363461/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302363461/320
cowscj1,NA,4279,Aphelocoma californica,California Scrub-Jay,2022,20795,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302371571/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302371571/320
wooscj2,NA,1500,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,2022,20805,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302374161/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302374161/320
wooscj1,wooscj2,2,Aphelocoma woodhouseii [woodhouseii Group],Woodhouse's Scrub-Jay (Woodhouse's),2022,20806,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/517143751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/517143751/320
wesjay,NA,28,Aphelocoma californica/woodhouseii,California/Woodhouse's Scrub-Jay,2022,20816,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/465579071/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/465579071/320
mexjay4,NA,67,Aphelocoma wollweberi,Mexican Jay,2022,20817,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302387251/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302387251/320
mexjay,NA,45,Aphelocoma wollweberi/ultramarina,Mexican/Transvolcanic Jay,2022,20827,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/223764621/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/223764621/320
scrjay,NA,2907,Aphelocoma sp.,Aphelocoma sp.,2022,20834,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/223764621/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/223764621/320
bkbmag1,NA,5107,Pica hudsonia,Black-billed Magpie,2022,20972,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302389441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302389441/320
yebmag,NA,203,Pica nuttalli,Yellow-billed Magpie,2022,20973,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302393761/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302393761/320
clanut,NA,861,Nucifraga columbiana,Clark's Nutcracker,2022,20980,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70580641/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/70580641/320
houcro1,NA,1,Corvus splendens,House Crow,2022,21017,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/126364891/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/126364891/320
amecro,NA,52238,Corvus brachyrhynchos,American Crow,2022,21054,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59858041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59858041/320
fiscro,NA,937,Corvus ossifragus,Fish Crow,2022,21068,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302400101/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302400101/320
chirav,NA,44,Corvus cryptoleucus,Chihuahuan Raven,2022,21072,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302412991/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302412991/320
crow,NA,65,Corvus sp. (crow sp.),crow sp.,2022,21105,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/260200521/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/260200521/320
comrav,NA,8482,Corvus corax,Common Raven,2022,21121,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/300152741/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/300152741/320
raven,NA,13,Corvus sp. (raven sp.),raven sp.,2022,21130,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/332727701/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/332727701/320
carchi,NA,23884,Poecile carolinensis,Carolina Chickadee,2022,21558,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302469081/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302469081/320
bkcchi,NA,67264,Poecile atricapillus,Black-capped Chickadee,2022,21563,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302472691/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302472691/320
x00195,NA,10,Poecile carolinensis x atricapillus,Carolina x Black-capped Chickadee (hybrid),2022,21573,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/358918341/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/358918341/320
y00033,NA,15062,Poecile carolinensis/atricapillus,Carolina/Black-capped Chickadee,2022,21574,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/307017651/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/307017651/320
mouchi,NA,5338,Poecile gambeli,Mountain Chickadee,2022,21575,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302474581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302474581/320
x00623,NA,6,Poecile atricapillus x gambeli,Black-capped x Mountain Chickadee (hybrid),2022,21584,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/404156341/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/404156341/320
chbchi,NA,6224,Poecile rufescens,Chestnut-backed Chickadee,2022,21591,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302487051/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302487051/320
borchi2,NA,3982,Poecile hudsonicus,Boreal Chickadee,2022,21596,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302506751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302506751/320
gyhchi,NA,3,Poecile cinctus,Gray-headed Chickadee,2022,21604,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/54013131/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/54013131/320
chicka1,NA,3,Poecile sp.,chickadee sp.,2022,21610,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/411010421/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/411010421/320
britit,NA,200,Baeolophus wollweberi,Bridled Titmouse,2022,21642,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302511441/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302511441/320
oaktit,NA,2449,Baeolophus inornatus,Oak Titmouse,2022,21647,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302514361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302514361/320
juntit1,NA,963,Baeolophus ridgwayi,Juniper Titmouse,2022,21652,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302519321/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302519321/320
y00326,NA,853,Baeolophus inornatus/ridgwayi,Oak/Juniper Titmouse (Plain Titmouse),2022,21656,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/463647681/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/463647681/320
tuftit,NA,53342,Baeolophus bicolor,Tufted Titmouse,2022,21657,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302627281/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302627281/320
blctit4,NA,1052,Baeolophus atricristatus,Black-crested Titmouse,2022,21660,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302629381/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/302629381/320
bcxtit1,NA,11,Baeolophus bicolor x atricristatus,Tufted x Black-crested Titmouse (hybrid),2022,21664,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/143079211/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/143079211/320
y00327,NA,31,Baeolophus bicolor/atricristatus,Tufted/Black-crested Titmouse,2022,21665,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42985591/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42985591/320
gretit1,NA,2,Parus major,Great Tit,2022,21672,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/169357911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/169357911/320
gretit3,gretit1,1,Parus major [major Group],Great Tit (Great),2022,21673,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/204246231/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/204246231/320
verdin,NA,600,Auriparus flaviceps,Verdin,2022,21762,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306064661/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/306064661/320
horlar,NA,243,Eremophila alpestris,Horned Lark,2022,22065,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308603561/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308603561/320
horlar3,horlar,2,Eremophila alpestris [alpestris Group],Horned Lark (Eastern dark Group),2022,22083,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/542594071/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/542594071/320
horlar1,horlar,2,Eremophila alpestris [strigata Group],Horned Lark (Western rufous Group),2022,22099,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/48811901/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/48811901/320
skylar,NA,2,Alauda arvensis,Eurasian Skylark,2022,22216,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311380331/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311380331/320
nrwswa,NA,39,Stelgidopteryx serripennis,Northern Rough-winged Swallow,2022,23494,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311350051/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311350051/320
nrwswa1,nrwswa,1,Stelgidopteryx serripennis [serripennis Group],Northern Rough-winged Swallow (Northern),2022,23495,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/426799811/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/426799811/320
purmar,NA,258,Progne subis,Purple Martin,2022,23509,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305535681/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305535681/320
purmar1,purmar,2,Progne subis subis/arboricola,Purple Martin (subis/arboricola),2022,23510,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/312098601/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/312098601/320
martin1,NA,1,Progne sp.,new world martin sp. (Progne sp.),2022,23532,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/322128371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/322128371/320
treswa,NA,768,Tachycineta bicolor,Tree Swallow,2022,23533,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305568151/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305568151/320
manswa1,NA,1,Tachycineta albilinea,Mangrove Swallow,2022,23539,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/40164071/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/40164071/320
vigswa,NA,180,Tachycineta thalassina,Violet-green Swallow,2022,23543,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305584951/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305584951/320
banswa,NA,7,Riparia riparia,Bank Swallow,2022,23564,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305597801/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305597801/320
barswa,NA,249,Hirundo rustica,Barn Swallow,2022,23610,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/312652671/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/312652671/320
barswa2,barswa,1,Hirundo rustica rustica,Barn Swallow (White-bellied),2022,23611,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/204617511/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/204617511/320
barswa5,barswa,1,Hirundo rustica erythrogaster,Barn Swallow (American),2022,23618,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/446724901/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/446724901/320
cliswa,NA,37,Petrochelidon pyrrhonota,Cliff Swallow,2022,23704,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305772321/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305772321/320
cavswa,NA,5,Petrochelidon fulva,Cave Swallow,2022,23712,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311350771/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311350771/320
cavswa3,cavswa,1,Petrochelidon fulva pallida,Cave Swallow (Texas),2022,23718,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/74844511/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/74844511/320
swallo,NA,5,Hirundinidae sp.,swallow sp.,2022,23771,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/167075311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/167075311/320
revbul,NA,18,Pycnonotus cafer,Red-vented Bulbul,2022,23970,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/300203931/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/300203931/320
rewbul,NA,30,Pycnonotus jocosus,Red-whiskered Bulbul,2022,23979,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311377551/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311377551/320
woowar,NA,1,Phylloscopus sibilatrix,Wood Warbler,2022,24258,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/256562731/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/256562731/320
palwar5,NA,2,Phylloscopus proregulus,Pallas's Leaf Warbler,2022,24276,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/169286991/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/169286991/320
bushti,NA,6101,Psaltriparus minimus,Bushtit,2022,24702,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308552621/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308552621/320
bushti1,bushti,1,Psaltriparus minimus [minimus Group],Bushtit (Pacific),2022,24703,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/414086021/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/414086021/320
bushti2,bushti,2,Psaltriparus minimus plumbeus,Bushtit (Interior),2022,24709,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/525845971/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/525845971/320
easwar1,NA,1,Curruca cantillans,Eastern Subalpine Warbler,2022,24805,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/362124911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/362124911/320
wrenti,NA,195,Chamaea fasciata,Wrentit,2022,24876,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308542271/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308542271/320
swiwhe1,NA,15,Zosterops simplex,Swinhoe's White-eye,2022,25063,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/203280851/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/203280851/320
warwhe1,NA,14,Zosterops japonicus,Warbling White-eye,2022,25074,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/188765311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/188765311/320
reblei,NA,1,Leiothrix lutea,Red-billed Leiothrix,2022,25992,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/608766071/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/608766071/320
ruckin,NA,11733,Corthylio calendula,Ruby-crowned Kinglet,2022,26270,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67474361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67474361/320
gockin,NA,5661,Regulus satrapa,Golden-crowned Kinglet,2022,26274,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/161342541/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/161342541/320
y00425,NA,15,Corthylio calendula/Regulus satrapa,Ruby-crowned/Golden-crowned Kinglet,2022,26281,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/372531711/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/372531711/320
rebnut,NA,43070,Sitta canadensis,Red-breasted Nuthatch,2022,26353,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308563981/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308563981/320
whbnut,NA,65167,Sitta carolinensis,White-breasted Nuthatch,2022,26356,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/68039391/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/68039391/320
whbnut2,whbnut,10,Sitta carolinensis carolinensis,White-breasted Nuthatch (Eastern),2022,26357,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303368531/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303368531/320
pygnut,NA,1865,Sitta pygmaea,Pygmy Nuthatch,2022,26368,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308592271/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308592271/320
bnhnut,NA,5107,Sitta pusilla,Brown-headed Nuthatch,2022,26376,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308588041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308588041/320
nuthat1,NA,2,Sitta sp.,nuthatch sp.,2022,26423,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/348963371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/348963371/320
brncre,NA,17909,Certhia americana,Brown Creeper,2022,26441,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308597451/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308597451/320
buggna,NA,1222,Polioptila caerulea,Blue-gray Gnatcatcher,2022,26546,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308533151/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308533151/320
