species_code,alt_full_spp_code,n_locations,scientific_name,american_english_name,taxonomy_version,taxonomic_sort_order,image_url,small_image_url
buggna1,buggna,13,Polioptila caerulea caerulea,Blue-gray Gnatcatcher (caerulea),2022,26554,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/149090981/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/149090981/320
bktgna,NA,71,Polioptila melanura,Black-tailed Gnatcatcher,2022,26556,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308521041/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308521041/320
calgna,NA,6,Polioptila californica,California Gnatcatcher,2022,26560,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308526311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308526311/320
bkcgna,NA,4,Polioptila nigriceps,Black-capped Gnatcatcher,2022,26564,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308511941/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308511941/320
rocwre,NA,123,Salpinctes obsoletus,Rock Wren,2022,26573,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308758461/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/308758461/320
rocwre1,rocwre,1,Salpinctes obsoletus [obsoletus Group],Rock Wren (Northern),2022,26574,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/286922351/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/286922351/320
canwre,NA,85,Catherpes mexicanus,Canyon Wren,2022,26607,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304320881/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304320881/320
houwre,NA,2814,Troglodytes aedon,House Wren,2022,26614,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59860711/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59860711/320
houwre1,houwre,55,Troglodytes aedon [aedon Group],House Wren (Northern),2022,26615,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/367233921/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/367233921/320
houwre4,houwre,3,Troglodytes aedon [musculus Group],House Wren (Southern),2022,26631,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/422648911/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/422648911/320
pacwre1,NA,841,Troglodytes pacificus,Pacific Wren,2022,26705,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304358551/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304358551/320
winwre2,pacwre1,5,Troglodytes pacificus [pacificus Group],Pacific Wren (pacificus Group),2022,26715,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/389488201/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/389488201/320
winwre3,NA,1503,Troglodytes hiemalis,Winter Wren,2022,26721,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304456681/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304456681/320
winwre,NA,146,Troglodytes pacificus/hiemalis,Pacific/Winter Wren,2022,26724,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/393127821/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/393127821/320
sedwre1,NA,2,Cistothorus stellaris,Sedge Wren,2022,26729,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304461471/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304461471/320
marwre,NA,28,Cistothorus palustris,Marsh Wren,2022,26755,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/68035321/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/68035321/320
marwre1,marwre,1,Cistothorus palustris [paludicola Group],Marsh Wren (paludicola Group),2022,26756,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296934261/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/296934261/320
marwre2,marwre,1,Cistothorus palustris [plesius Group],Marsh Wren (plesius Group),2022,26761,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59271421/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/59271421/320
marwre3,marwre,2,Cistothorus palustris [palustris Group],Marsh Wren (palustris Group),2022,26765,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/240568211/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/240568211/320
carwre,NA,38469,Thryothorus ludovicianus,Carolina Wren,2022,26774,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304470861/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304470861/320
carwre1,carwre,1,Thryothorus ludovicianus [ludovicianus Group],Carolina Wren (Northern),2022,26775,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/90418581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/90418581/320
bewwre,NA,5524,Thryomanes bewickii,Bewick's Wren,2022,26787,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304473511/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304473511/320
bewwre3,bewwre,1,Thryomanes bewickii bewickii,Bewick's Wren (bewickii),2022,26788,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/203333261/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/203333261/320
bewwre1,bewwre,2,Thryomanes bewickii [spilurus Group],Bewick's Wren (spilurus Group),2022,26795,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/286627871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/286627871/320
spowre1,NA,2,Campylorhynchus gularis,Spotted Wren,2022,26830,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/242781771/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/242781771/320
cacwre,NA,1118,Campylorhynchus brunneicapillus,Cactus Wren,2022,26833,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304481861/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/304481861/320
hapwre1,NA,1,Pheugopedius felix,Happy Wren,2022,26923,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/213450561/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/213450561/320
sinwre1,NA,1,Thryophilus sinaloa,Sinaloa Wren,2022,26932,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/243535281/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/243535281/320
wren1,NA,28,Troglodytidae sp.,wren sp.,2022,27068,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/506360521/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/506360521/320
amedip,NA,21,Cinclus mexicanus,American Dipper,2022,27090,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/606670751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/606670751/320
hilmyn,NA,1,Gracula religiosa,Common Hill Myna,2022,27219,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/156750301/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/156750301/320
eursta,NA,58667,Sturnus vulgaris,European Starling,2022,27232,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303928891/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303928891/320
commyn,NA,21,Acridotheres tristis,Common Myna,2022,27278,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97324171/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97324171/320
supsta1,NA,1,Lamprotornis superbus,Superb Starling,2022,27379,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/247082291/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/247082291/320
blumoc,NA,2,Melanotis caerulescens,Blue Mockingbird,2022,27408,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42465031/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42465031/320
grycat,NA,3806,Dumetella carolinensis,Gray Catbird,2022,27413,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303925501/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303925501/320
cubthr,NA,1214,Toxostoma curvirostre,Curve-billed Thrasher,2022,27438,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303921141/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303921141/320
brnthr,NA,9716,Toxostoma rufum,Brown Thrasher,2022,27451,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303907821/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303907821/320
lobthr,NA,42,Toxostoma longirostre,Long-billed Thrasher,2022,27454,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303902081/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303902081/320
benthr,NA,63,Toxostoma bendirei,Bendire's Thrasher,2022,27460,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311374211/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311374211/320
y00330,NA,1,Toxostoma curvirostre/bendirei,Curve-billed/Bendire's Thrasher,2022,27464,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42150471/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/42150471/320
calthr,NA,478,Toxostoma redivivum,California Thrasher,2022,27468,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303894301/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303894301/320
lecthr,NA,9,Toxostoma lecontei,LeConte's Thrasher,2022,27471,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303824071/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303824071/320
crithr,NA,118,Toxostoma crissale,Crissal Thrasher,2022,27476,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303818501/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303818501/320
sagthr,NA,82,Oreoscoptes montanus,Sage Thrasher,2022,27483,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303814901/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303814901/320
bahmoc,NA,1,Mimus gundlachii,Bahama Mockingbird,2022,27494,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/106988681/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/106988681/320
lotmoc1,NA,1,Mimus longicaudatus,Long-tailed Mockingbird,2022,27507,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/207269401/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/207269401/320
normoc,NA,26451,Mimus polyglottos,Northern Mockingbird,2022,27525,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63743751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/63743751/320
easblu,NA,20691,Sialia sialis,Eastern Bluebird,2022,27535,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303809061/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303809061/320
easblu1,easblu,2,Sialia sialis sialis/bermudensis,Eastern Bluebird (Eastern),2022,27536,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/191660411/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/191660411/320
wesblu,NA,1660,Sialia mexicana,Western Bluebird,2022,27545,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67472541/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67472541/320
moublu,NA,445,Sialia currucoides,Mountain Bluebird,2022,27553,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303800251/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303800251/320
bluebi,NA,14,Sialia sp.,bluebird sp.,2022,27556,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/342548731/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/342548731/320
towsol,NA,1547,Myadestes townsendi,Townsend's Solitaire,2022,27571,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67469871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67469871/320
varthr,NA,5180,Ixoreus naevius,Varied Thrush,2022,27661,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303793391/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303793391/320
obnthr1,NA,1,Catharus aurantiirostris,Orange-billed Nightingale-Thrush,2022,27668,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44318541/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44318541/320
veery,NA,58,Catharus fuscescens,Veery,2022,27719,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303691281/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303691281/320
gycthr,NA,9,Catharus minimus,Gray-cheeked Thrush,2022,27724,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303679641/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303679641/320
bicthr,NA,4,Catharus bicknelli,Bicknell's Thrush,2022,27727,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303454471/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303454471/320
swathr,NA,239,Catharus ustulatus,Swainson's Thrush,2022,27730,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67460821/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/67460821/320
swathr2,swathr,1,Catharus ustulatus [swainsoni Group],Swainson's Thrush (Olive-backed),2022,27735,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/115419681/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/115419681/320
herthr,NA,7742,Catharus guttatus,Hermit Thrush,2022,27739,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303450651/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303450651/320
herthr3,herthr,30,Catharus guttatus faxoni/crymophilus,Hermit Thrush (faxoni/crymophilus),2022,27749,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/118446951/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/118446951/320
cathus,NA,5,Catharus sp.,Catharus sp.,2022,27752,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/101450161/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/101450161/320
woothr,NA,522,Hylocichla mustelina,Wood Thrush,2022,27753,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/170865181/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/170865181/320
misthr1,NA,1,Turdus viscivorus,Mistle Thrush,2022,27835,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/45044211/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/45044211/320
redwin,NA,2,Turdus iliacus,Redwing,2022,27854,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/261729761/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/261729761/320
eurbla,NA,3,Turdus merula,Eurasian Blackbird,2022,27860,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44584641/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44584641/320
whtrob1,NA,1,Turdus assimilis,White-throated Thrush,2022,27889,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44322261/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44322261/320
clcrob,NA,21,Turdus grayi,Clay-colored Thrush,2022,27915,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311375361/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/311375361/320
amerob,NA,62333,Turdus migratorius,American Robin,2022,27969,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303441381/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/303441381/320
amerob3,amerob,3,Turdus migratorius nigrideus,American Robin (nigrideus),2022,27970,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/329079861/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/329079861/320
amerob1,amerob,26,Turdus migratorius [migratorius Group],American Robin (migratorius Group),2022,27971,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/529315771/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/529315771/320
rubrob,NA,7,Turdus rufopalliatus,Rufous-backed Robin,2022,27979,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44323581/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44323581/320
rubrob1,rubrob,2,Turdus rufopalliatus rufopalliatus,Rufous-backed Robin (Rufous-backed),2022,27980,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/408960371/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/408960371/320
fieldf,NA,5,Turdus pilaris,Fieldfare,2022,28144,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/256767691/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/256767691/320
dusthr2,NA,1,Turdus eunomus,Dusky Thrush,2022,28157,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/158663491/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/158663491/320
thrush1,NA,32,Turdidae sp.,thrush sp.,2022,28162,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/461039591/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/461039591/320
whrsha,NA,3,Copsychus malabaricus,White-rumped Shama,2022,28387,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97323401/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/97323401/320
eurrob1,NA,3,Erithacus rubecula,European Robin,2022,28624,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44599871/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/44599871/320
bohwax,NA,2719,Bombycilla garrulus,Bohemian Waxwing,2022,29252,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/162296061/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/162296061/320
cedwax,NA,17246,Bombycilla cedrorum,Cedar Waxwing,2022,29256,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305837211/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305837211/320
waxwin,NA,7,Bombycilla garrulus/cedrorum,Bohemian/Cedar Waxwing,2022,29257,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/400753751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/400753751/320
grsfly1,NA,3,Ptiliogonys cinereus,Gray Silky-flycatcher,2022,29270,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/243514271/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/243514271/320
phaino,NA,287,Phainopepla nitens,Phainopepla,2022,29276,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305854841/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305854841/320
oliwar,NA,1,Peucedramus taeniatus,Olive Warbler,2022,30052,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305865991/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/305865991/320
orabis1,NA,7,Euplectes franciscanus,Northern Red Bishop,2022,30299,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/106984751/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/106984751/320
redbis,NA,1,Euplectes orix,Southern Red Bishop,2022,30300,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/216504311/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/216504311/320
zebfin1,zebfin2,1,Taeniopygia guttata guttata,Zebra Finch (Lesser Sundas),2022,30390,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/205973631/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/205973631/320
broman1,NA,6,Spermestes cucullata,Bronze Mannikin,2022,30404,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/106984241/1800,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/106984241/320
